package_id,required_size,status,assigned_locker_id,assigned_locker_size
144,small,accepted,6.0,small
145,large,accepted,104.0,large
146,medium,accepted,46.0,medium
147,small,accepted,6.0,small
148,small,accepted,6.0,small
149,small,accepted,36.0,small
150,medium,accepted,46.0,medium
151,small,accepted,6.0,small
152,large,accepted,109.0,large
153,medium,accepted,46.0,medium
154,small,accepted,6.0,small
155,large,accepted,99.0,large
156,small,accepted,21.0,small
157,large,accepted,99.0,large
158,medium,accepted,46.0,medium
159,medium,accepted,46.0,medium
160,medium,accepted,53.0,medium
161,large,accepted,104.0,large
162,small,accepted,6.0,small
163,medium,accepted,53.0,medium
164,small,accepted,36.0,small
165,small,accepted,36.0,small
166,medium,accepted,46.0,medium
167,medium,accepted,53.0,medium
168,large,accepted,99.0,large
169,medium,accepted,67.0,medium
170,medium,accepted,46.0,medium
171,medium,accepted,60.0,medium
172,medium,accepted,67.0,medium
173,small,accepted,5.0,small
174,large,accepted,114.0,large
175,medium,accepted,46.0,medium
176,small,accepted,36.0,small
177,medium,accepted,46.0,medium
178,medium,accepted,53.0,medium
179,medium,accepted,60.0,medium
180,medium,accepted,53.0,medium
181,medium,accepted,67.0,medium
182,small,accepted,5.0,small
183,large,accepted,119.0,large
184,medium,accepted,81.0,medium
185,small,accepted,6.0,small
186,large,accepted,104.0,large
187,small,accepted,7.0,small
188,medium,accepted,67.0,medium
189,small,accepted,36.0,small
190,large,accepted,114.0,large
191,medium,accepted,74.0,medium
192,small,accepted,7.0,small
193,medium,accepted,74.0,medium
194,small,accepted,20.0,small
195,large,accepted,119.0,large
196,medium,accepted,67.0,medium
197,medium,accepted,67.0,medium
198,large,accepted,104.0,large
199,medium,accepted,74.0,medium
200,small,accepted,36.0,small
201,small,accepted,22.0,small
202,medium,accepted,81.0,medium
203,medium,accepted,74.0,medium
204,large,accepted,99.0,large
205,small,accepted,36.0,small
206,large,accepted,104.0,large
207,medium,accepted,53.0,medium
208,medium,accepted,46.0,medium
209,medium,accepted,46.0,medium
210,large,accepted,124.0,large
211,large,accepted,109.0,large
212,small,accepted,36.0,small
213,large,accepted,99.0,large
214,large,accepted,95.0,large
215,medium,accepted,88.0,medium
216,small,accepted,36.0,small
217,small,accepted,20.0,small
218,large,accepted,124.0,large
219,large,accepted,104.0,large
220,medium,accepted,47.0,medium
221,medium,accepted,53.0,medium
222,medium,accepted,53.0,medium
223,small,accepted,21.0,small
224,medium,accepted,54.0,medium
225,large,accepted,109.0,large
226,medium,accepted,53.0,medium
227,small,accepted,6.0,small
228,small,accepted,22.0,small
229,small,accepted,5.0,small
230,small,accepted,36.0,small
231,small,accepted,6.0,small
232,small,accepted,6.0,small
233,large,accepted,100.0,large
234,small,accepted,21.0,small
235,small,accepted,7.0,small
236,medium,accepted,46.0,medium
237,medium,accepted,81.0,medium
238,large,accepted,104.0,large
239,medium,accepted,61.0,medium
240,medium,accepted,88.0,medium
241,small,accepted,35.0,small
242,small,accepted,20.0,small
243,small,accepted,37.0,small
244,small,accepted,6.0,small
245,medium,accepted,46.0,medium
246,small,accepted,37.0,small
247,medium,accepted,60.0,medium
248,medium,accepted,68.0,medium
249,small,accepted,36.0,small
250,large,accepted,105.0,large
251,small,accepted,4.0,small
252,medium,accepted,67.0,medium
253,medium,accepted,74.0,medium
254,small,accepted,20.0,small
255,small,accepted,35.0,small
256,small,accepted,8.0,small
257,medium,accepted,81.0,medium
258,medium,accepted,88.0,medium
259,large,accepted,99.0,large
260,large,accepted,99.0,large
261,medium,accepted,46.0,medium
262,medium,accepted,74.0,medium
263,medium,accepted,46.0,medium
264,large,accepted,99.0,large
265,medium,accepted,46.0,medium
266,small,accepted,6.0,small
267,medium,accepted,46.0,medium
268,large,accepted,104.0,large
269,small,accepted,21.0,small
270,large,accepted,109.0,large
271,medium,accepted,60.0,medium
272,medium,accepted,46.0,medium
273,large,accepted,99.0,large
274,medium,accepted,53.0,medium
275,small,accepted,6.0,small
276,medium,accepted,46.0,medium
277,small,accepted,6.0,small
278,small,accepted,6.0,small
279,small,accepted,6.0,small
280,medium,accepted,46.0,medium
281,large,accepted,109.0,large
282,small,accepted,21.0,small
283,small,accepted,21.0,small
284,small,accepted,6.0,small
285,small,accepted,6.0,small
286,large,accepted,104.0,large
287,small,accepted,21.0,small
288,large,accepted,104.0,large
289,medium,accepted,46.0,medium
290,small,accepted,21.0,small
291,small,accepted,6.0,small
292,medium,accepted,81.0,medium
293,medium,accepted,46.0,medium
294,large,accepted,114.0,large
295,small,accepted,21.0,small
296,large,accepted,114.0,large
297,small,accepted,6.0,small
298,small,accepted,36.0,small
299,medium,accepted,81.0,medium
300,medium,accepted,46.0,medium
301,medium,accepted,46.0,medium
302,medium,accepted,53.0,medium
303,medium,accepted,46.0,medium
304,small,accepted,21.0,small
305,medium,accepted,46.0,medium
306,large,accepted,119.0,large
307,medium,accepted,60.0,medium
308,large,accepted,124.0,large
309,small,accepted,6.0,small
310,medium,accepted,88.0,medium
311,small,accepted,5.0,small
312,small,accepted,36.0,small
313,small,accepted,6.0,small
314,medium,accepted,46.0,medium
315,small,accepted,36.0,small
316,small,accepted,7.0,small
317,large,accepted,104.0,large
318,medium,accepted,88.0,medium
319,small,accepted,21.0,small
320,small,accepted,6.0,small
321,small,accepted,6.0,small
322,small,accepted,6.0,small
323,medium,accepted,46.0,medium
324,medium,accepted,46.0,medium
325,small,accepted,36.0,small
326,small,accepted,6.0,small
327,small,accepted,21.0,small
328,medium,accepted,46.0,medium
329,medium,accepted,46.0,medium
330,small,accepted,6.0,small
331,medium,accepted,53.0,medium
332,medium,accepted,60.0,medium
333,medium,accepted,53.0,medium
334,medium,accepted,67.0,medium
335,medium,accepted,74.0,medium
336,small,accepted,21.0,small
337,small,accepted,6.0,small
338,small,accepted,6.0,small
339,medium,accepted,60.0,medium
340,medium,accepted,53.0,medium
341,medium,accepted,74.0,medium
342,large,accepted,99.0,large
343,medium,accepted,46.0,medium
344,small,accepted,36.0,small
345,small,accepted,6.0,small
346,large,accepted,104.0,large
347,small,accepted,21.0,small
348,medium,accepted,46.0,medium
349,small,accepted,5.0,small
350,medium,accepted,53.0,medium
351,small,accepted,36.0,small
352,small,accepted,6.0,small
353,small,accepted,36.0,small
354,medium,accepted,46.0,medium
355,medium,accepted,81.0,medium
356,large,accepted,99.0,large
357,small,accepted,36.0,small
358,medium,accepted,46.0,medium
359,small,accepted,7.0,small
360,small,accepted,36.0,small
361,large,accepted,99.0,large
362,medium,accepted,53.0,medium
363,large,accepted,99.0,large
364,medium,accepted,46.0,medium
365,small,accepted,6.0,small
366,medium,accepted,46.0,medium
367,large,accepted,99.0,large
368,medium,accepted,88.0,medium
369,small,accepted,6.0,small
370,small,accepted,36.0,small
371,large,accepted,99.0,large
372,medium,accepted,46.0,medium
373,medium,accepted,46.0,medium
374,small,accepted,6.0,small
375,small,accepted,6.0,small
376,small,accepted,6.0,small
377,large,accepted,99.0,large
378,small,accepted,6.0,small
379,small,accepted,6.0,small
380,small,accepted,6.0,small
381,medium,accepted,53.0,medium
382,large,accepted,99.0,large
383,small,accepted,6.0,small
384,small,accepted,6.0,small
385,medium,accepted,46.0,medium
386,medium,accepted,60.0,medium
387,small,accepted,21.0,small
388,medium,accepted,60.0,medium
389,medium,accepted,46.0,medium
390,medium,accepted,46.0,medium
391,medium,accepted,46.0,medium
392,medium,accepted,53.0,medium
393,small,accepted,6.0,small
394,large,accepted,99.0,large
395,small,accepted,21.0,small
396,small,accepted,6.0,small
397,large,accepted,99.0,large
398,small,accepted,21.0,small
399,small,accepted,6.0,small
400,medium,accepted,46.0,medium
401,small,accepted,36.0,small
402,large,accepted,104.0,large
403,small,accepted,6.0,small
404,medium,accepted,46.0,medium
405,medium,accepted,46.0,medium
406,large,accepted,99.0,large
407,medium,accepted,46.0,medium
408,large,accepted,99.0,large
409,small,accepted,6.0,small
410,small,accepted,6.0,small
411,small,accepted,36.0,small
412,small,accepted,6.0,small
413,medium,accepted,46.0,medium
414,large,accepted,109.0,large
415,medium,accepted,53.0,medium
416,medium,accepted,67.0,medium
417,large,accepted,99.0,large
418,small,accepted,6.0,small
419,small,accepted,6.0,small
420,medium,accepted,46.0,medium
421,medium,accepted,53.0,medium
422,medium,accepted,74.0,medium
423,small,accepted,36.0,small
424,small,accepted,5.0,small
425,medium,accepted,81.0,medium
426,medium,accepted,53.0,medium
427,medium,accepted,53.0,medium
428,small,accepted,5.0,small
429,medium,accepted,88.0,medium
430,medium,accepted,53.0,medium
431,medium,accepted,46.0,medium
432,medium,accepted,47.0,medium
433,small,accepted,6.0,small
434,large,accepted,99.0,large
435,medium,accepted,54.0,medium
436,medium,accepted,67.0,medium
437,large,accepted,99.0,large
438,small,accepted,21.0,small
439,small,accepted,5.0,small
440,medium,accepted,61.0,medium
441,medium,accepted,47.0,medium
442,large,accepted,104.0,large
443,large,accepted,99.0,large
444,small,accepted,21.0,small
445,medium,accepted,46.0,medium
446,medium,accepted,60.0,medium
447,large,accepted,99.0,large
448,large,accepted,99.0,large
449,medium,accepted,68.0,medium
450,medium,accepted,47.0,medium
451,small,accepted,6.0,small
452,small,accepted,6.0,small
453,small,accepted,5.0,small
454,medium,accepted,67.0,medium
455,small,accepted,36.0,small
456,medium,accepted,60.0,medium
457,medium,accepted,54.0,medium
458,small,accepted,7.0,small
459,medium,accepted,46.0,medium
460,medium,accepted,75.0,medium
461,medium,accepted,67.0,medium
462,large,accepted,114.0,large
463,small,accepted,21.0,small
464,small,accepted,6.0,small
465,medium,accepted,82.0,medium
466,small,accepted,21.0,small
467,large,accepted,99.0,large
468,small,accepted,6.0,small
469,medium,accepted,46.0,medium
470,large,accepted,99.0,large
471,large,accepted,99.0,large
472,large,accepted,99.0,large
473,small,accepted,6.0,small
474,large,accepted,104.0,large
475,large,accepted,104.0,large
476,large,accepted,99.0,large
477,small,accepted,21.0,small
478,large,accepted,99.0,large
479,large,accepted,104.0,large
480,large,accepted,104.0,large
481,medium,accepted,53.0,medium
482,medium,accepted,46.0,medium
483,medium,accepted,53.0,medium
484,large,accepted,104.0,large
485,large,accepted,99.0,large
486,small,accepted,6.0,small
487,medium,accepted,60.0,medium
488,large,accepted,99.0,large
489,small,accepted,21.0,small
490,large,accepted,109.0,large
491,small,accepted,21.0,small
492,large,accepted,104.0,large
493,medium,accepted,60.0,medium
494,medium,accepted,53.0,medium
495,medium,accepted,53.0,medium
496,medium,accepted,53.0,medium
497,small,accepted,21.0,small
498,medium,accepted,60.0,medium
499,medium,accepted,60.0,medium
500,medium,accepted,46.0,medium
501,small,accepted,36.0,small
502,small,accepted,6.0,small
503,medium,accepted,67.0,medium
504,medium,accepted,67.0,medium
505,medium,accepted,46.0,medium
506,medium,accepted,74.0,medium
507,medium,accepted,81.0,medium
508,medium,accepted,81.0,medium
509,medium,accepted,88.0,medium
510,medium,accepted,53.0,medium
511,medium,accepted,46.0,medium
512,large,accepted,104.0,large
513,small,accepted,5.0,small
514,medium,accepted,53.0,medium
515,small,accepted,36.0,small
516,medium,accepted,46.0,medium
517,large,accepted,104.0,large
518,large,accepted,99.0,large
519,small,accepted,7.0,small
520,medium,accepted,60.0,medium
521,large,accepted,114.0,large
522,medium,accepted,46.0,medium
523,small,accepted,36.0,small
524,medium,accepted,60.0,medium
525,medium,accepted,60.0,medium
526,large,accepted,99.0,large
527,medium,accepted,46.0,medium
528,medium,accepted,53.0,medium
529,medium,accepted,46.0,medium
530,small,accepted,6.0,small
531,large,accepted,99.0,large
532,medium,accepted,53.0,medium
533,medium,accepted,60.0,medium
534,large,accepted,99.0,large
535,small,accepted,21.0,small
536,medium,accepted,46.0,medium
537,medium,accepted,46.0,medium
538,large,accepted,99.0,large
539,large,accepted,109.0,large
540,medium,accepted,67.0,medium
541,medium,accepted,53.0,medium
542,medium,accepted,46.0,medium
543,medium,accepted,74.0,medium
544,large,accepted,99.0,large
545,medium,accepted,67.0,medium
546,medium,accepted,46.0,medium
547,medium,accepted,60.0,medium
548,medium,accepted,53.0,medium
549,large,accepted,104.0,large
550,medium,accepted,81.0,medium
551,small,accepted,6.0,small
552,small,accepted,6.0,small
553,small,accepted,6.0,small
554,small,accepted,21.0,small
555,medium,accepted,67.0,medium
556,medium,accepted,46.0,medium
557,medium,accepted,46.0,medium
558,medium,accepted,67.0,medium
559,small,accepted,36.0,small
560,small,accepted,36.0,small
561,large,accepted,109.0,large
562,large,accepted,114.0,large
563,medium,accepted,60.0,medium
564,large,accepted,99.0,large
565,small,accepted,21.0,small
566,small,accepted,36.0,small
567,small,accepted,5.0,small
568,medium,accepted,46.0,medium
569,large,accepted,109.0,large
570,medium,accepted,67.0,medium
571,small,accepted,6.0,small
572,medium,accepted,88.0,medium
573,small,accepted,5.0,small
574,small,accepted,7.0,small
575,medium,accepted,53.0,medium
576,medium,accepted,74.0,medium
577,medium,accepted,46.0,medium
578,large,accepted,99.0,large
579,small,accepted,20.0,small
580,medium,accepted,46.0,medium
581,large,accepted,99.0,large
582,medium,accepted,46.0,medium
583,medium,accepted,47.0,medium
584,medium,accepted,46.0,medium
585,small,accepted,5.0,small
586,large,accepted,109.0,large
587,large,accepted,99.0,large
588,medium,accepted,81.0,medium
589,large,accepted,99.0,large
590,large,accepted,99.0,large
591,small,accepted,20.0,small
592,large,accepted,114.0,large
593,medium,accepted,74.0,medium
594,large,accepted,109.0,large
595,small,accepted,6.0,small
596,medium,accepted,46.0,medium
597,small,accepted,6.0,small
598,large,accepted,99.0,large
599,large,accepted,99.0,large
600,large,accepted,104.0,large
601,medium,accepted,53.0,medium
602,medium,accepted,53.0,medium
603,small,accepted,21.0,small
604,medium,accepted,46.0,medium
605,large,accepted,99.0,large
606,medium,accepted,46.0,medium
607,small,accepted,6.0,small
608,small,accepted,21.0,small
609,small,accepted,21.0,small
610,medium,accepted,53.0,medium
611,small,accepted,36.0,small
612,small,accepted,36.0,small
613,small,accepted,5.0,small
614,medium,accepted,53.0,medium
615,medium,accepted,46.0,medium
616,medium,accepted,46.0,medium
617,large,accepted,99.0,large
618,small,accepted,6.0,small
619,small,accepted,7.0,small
620,medium,accepted,53.0,medium
621,medium,accepted,60.0,medium
622,small,accepted,6.0,small
623,small,accepted,6.0,small
624,small,accepted,36.0,small
625,small,accepted,6.0,small
626,medium,accepted,60.0,medium
627,small,accepted,6.0,small
628,small,accepted,6.0,small
629,medium,accepted,46.0,medium
630,small,accepted,36.0,small
631,medium,accepted,53.0,medium
632,large,accepted,99.0,large
633,medium,accepted,67.0,medium
634,small,accepted,6.0,small
635,small,accepted,21.0,small
636,large,accepted,104.0,large
637,medium,accepted,53.0,medium
638,medium,accepted,46.0,medium
639,small,accepted,6.0,small
640,small,accepted,21.0,small
641,medium,accepted,67.0,medium
642,small,accepted,36.0,small
643,medium,accepted,53.0,medium
644,medium,accepted,46.0,medium
645,large,accepted,109.0,large
646,small,accepted,36.0,small
647,medium,accepted,74.0,medium
648,large,accepted,114.0,large
649,medium,accepted,46.0,medium
650,medium,accepted,53.0,medium
651,small,accepted,7.0,small
652,medium,accepted,60.0,medium
653,large,accepted,99.0,large
654,medium,accepted,67.0,medium
655,small,accepted,20.0,small
656,small,accepted,36.0,small
657,small,accepted,6.0,small
658,medium,accepted,81.0,medium
659,large,accepted,104.0,large
660,large,accepted,99.0,large
661,medium,accepted,88.0,medium
662,small,accepted,6.0,small
663,medium,accepted,81.0,medium
664,medium,accepted,47.0,medium
665,medium,accepted,54.0,medium
666,medium,accepted,61.0,medium
667,medium,accepted,46.0,medium
668,medium,accepted,53.0,medium
669,small,accepted,6.0,small
670,medium,accepted,60.0,medium
671,large,accepted,99.0,large
672,medium,accepted,46.0,medium
673,medium,accepted,67.0,medium
674,medium,accepted,74.0,medium
675,small,accepted,6.0,small
676,medium,accepted,68.0,medium
677,small,accepted,36.0,small
678,medium,accepted,46.0,medium
679,small,accepted,6.0,small
680,large,accepted,99.0,large
681,small,accepted,5.0,small
682,small,accepted,7.0,small
683,large,accepted,99.0,large
684,small,accepted,21.0,small
685,medium,accepted,46.0,medium
686,large,accepted,99.0,large
687,medium,accepted,67.0,medium
688,small,accepted,21.0,small
689,medium,accepted,53.0,medium
690,small,accepted,7.0,small
691,small,accepted,21.0,small
692,small,accepted,20.0,small
693,medium,accepted,46.0,medium
694,small,accepted,22.0,small
695,medium,accepted,46.0,medium
696,medium,accepted,53.0,medium
697,medium,accepted,53.0,medium
698,small,accepted,21.0,small
699,medium,accepted,60.0,medium
700,medium,accepted,74.0,medium
701,medium,accepted,61.0,medium
702,medium,accepted,53.0,medium
703,large,accepted,119.0,large
704,medium,accepted,53.0,medium
705,medium,accepted,75.0,medium
706,small,accepted,36.0,small
707,small,accepted,35.0,small
708,medium,accepted,67.0,medium
709,large,accepted,119.0,large
710,medium,accepted,53.0,medium
711,small,accepted,36.0,small
712,large,accepted,99.0,large
713,medium,accepted,46.0,medium
714,small,accepted,7.0,small
715,large,accepted,104.0,large
716,medium,accepted,46.0,medium
717,medium,accepted,74.0,medium
718,medium,accepted,88.0,medium
719,small,accepted,20.0,small
720,small,accepted,6.0,small
721,medium,accepted,53.0,medium
722,medium,accepted,88.0,medium
723,small,accepted,5.0,small
724,medium,accepted,82.0,medium
725,small,accepted,35.0,small
726,large,accepted,119.0,large
727,small,accepted,35.0,small
728,large,accepted,104.0,large
729,small,accepted,6.0,small
730,large,accepted,109.0,large
731,medium,accepted,60.0,medium
732,large,accepted,104.0,large
733,medium,accepted,46.0,medium
734,small,accepted,6.0,small
735,small,accepted,6.0,small
736,medium,accepted,46.0,medium
737,small,accepted,6.0,small
738,medium,accepted,46.0,medium
739,medium,accepted,53.0,medium
740,small,accepted,21.0,small
741,small,accepted,6.0,small
742,large,accepted,109.0,large
743,small,accepted,36.0,small
744,large,accepted,104.0,large
745,small,accepted,6.0,small
746,medium,accepted,46.0,medium
747,large,accepted,114.0,large
748,medium,accepted,46.0,medium
749,large,accepted,109.0,large
750,small,accepted,21.0,small
751,medium,accepted,60.0,medium
752,small,accepted,6.0,small
753,small,accepted,36.0,small
754,medium,accepted,67.0,medium
755,medium,accepted,53.0,medium
756,small,accepted,5.0,small
757,medium,accepted,46.0,medium
758,medium,accepted,46.0,medium
759,small,accepted,21.0,small
760,small,accepted,21.0,small
761,small,accepted,21.0,small
762,small,accepted,21.0,small
763,small,accepted,6.0,small
764,medium,accepted,60.0,medium
765,medium,accepted,74.0,medium
766,medium,accepted,60.0,medium
767,small,accepted,21.0,small
768,large,accepted,104.0,large
769,medium,accepted,81.0,medium
770,medium,accepted,53.0,medium
771,small,accepted,5.0,small
772,medium,accepted,60.0,medium
773,small,accepted,21.0,small
774,small,accepted,7.0,small
775,medium,accepted,67.0,medium
776,medium,accepted,46.0,medium
777,medium,accepted,46.0,medium
778,medium,accepted,53.0,medium
779,large,accepted,119.0,large
780,medium,accepted,60.0,medium
781,medium,accepted,67.0,medium
782,large,accepted,124.0,large
783,small,accepted,21.0,small
784,large,accepted,114.0,large
785,medium,accepted,60.0,medium
786,small,accepted,7.0,small
787,large,accepted,99.0,large
788,medium,accepted,60.0,medium
789,large,accepted,99.0,large
790,small,accepted,36.0,small
791,medium,accepted,88.0,medium
792,large,accepted,99.0,large
793,large,accepted,99.0,large
794,small,accepted,20.0,small
795,large,accepted,99.0,large
796,large,accepted,99.0,large
797,large,accepted,104.0,large
798,small,accepted,22.0,small
799,medium,accepted,74.0,medium
800,large,accepted,114.0,large
801,medium,accepted,60.0,medium
802,medium,accepted,60.0,medium
803,medium,accepted,60.0,medium
804,medium,accepted,81.0,medium
805,medium,accepted,67.0,medium
806,medium,accepted,81.0,medium
807,medium,accepted,60.0,medium
808,large,accepted,99.0,large
809,large,accepted,109.0,large
810,small,accepted,7.0,small
811,large,accepted,114.0,large
812,small,accepted,21.0,small
813,medium,accepted,67.0,medium
814,large,accepted,95.0,large
815,large,accepted,99.0,large
816,small,accepted,35.0,small
817,small,accepted,21.0,small
818,medium,accepted,88.0,medium
819,large,accepted,99.0,large
820,medium,accepted,46.0,medium
821,medium,accepted,88.0,medium
822,small,accepted,35.0,small
823,medium,accepted,47.0,medium
824,medium,accepted,54.0,medium
825,medium,accepted,46.0,medium
826,small,accepted,37.0,small
827,medium,accepted,53.0,medium
828,medium,accepted,46.0,medium
829,medium,accepted,46.0,medium
830,medium,accepted,46.0,medium
831,large,accepted,99.0,large
832,large,accepted,99.0,large
833,medium,accepted,46.0,medium
834,large,accepted,99.0,large
835,medium,accepted,46.0,medium
836,medium,accepted,46.0,medium
837,large,accepted,104.0,large
838,medium,accepted,46.0,medium
839,medium,accepted,53.0,medium
840,small,accepted,6.0,small
841,large,accepted,104.0,large
842,large,accepted,109.0,large
843,medium,accepted,53.0,medium
844,medium,accepted,60.0,medium
845,medium,accepted,67.0,medium
846,large,accepted,104.0,large
847,large,accepted,99.0,large
848,medium,accepted,46.0,medium
849,medium,accepted,53.0,medium
850,medium,accepted,46.0,medium
851,small,accepted,6.0,small
852,large,accepted,109.0,large
853,large,accepted,104.0,large
854,small,accepted,21.0,small
855,medium,accepted,46.0,medium
856,medium,accepted,46.0,medium
857,medium,accepted,74.0,medium
858,small,accepted,6.0,small
859,small,accepted,21.0,small
860,small,accepted,21.0,small
861,small,accepted,21.0,small
862,small,accepted,36.0,small
863,large,accepted,109.0,large
864,small,accepted,36.0,small
865,small,accepted,5.0,small
866,small,accepted,6.0,small
867,large,accepted,104.0,large
868,small,accepted,5.0,small
869,large,accepted,109.0,large
870,medium,accepted,53.0,medium
871,small,accepted,5.0,small
872,large,accepted,114.0,large
873,small,accepted,6.0,small
874,small,accepted,7.0,small
875,large,accepted,99.0,large
876,small,accepted,7.0,small
877,small,accepted,20.0,small
878,small,accepted,21.0,small
879,medium,accepted,53.0,medium
880,medium,accepted,53.0,medium
881,large,accepted,99.0,large
882,medium,accepted,60.0,medium
883,large,accepted,104.0,large
884,small,accepted,36.0,small
885,medium,accepted,53.0,medium
886,small,accepted,6.0,small
887,small,accepted,5.0,small
888,medium,accepted,67.0,medium
889,large,accepted,109.0,large
890,large,accepted,119.0,large
891,large,accepted,104.0,large
892,large,accepted,124.0,large
893,medium,accepted,46.0,medium
894,medium,accepted,53.0,medium
895,small,accepted,21.0,small
896,medium,accepted,53.0,medium
897,large,accepted,114.0,large
898,large,accepted,99.0,large
899,medium,accepted,74.0,medium
900,medium,accepted,81.0,medium
901,medium,accepted,88.0,medium
902,medium,accepted,46.0,medium
903,small,accepted,21.0,small
904,large,accepted,99.0,large
905,small,accepted,6.0,small
906,small,accepted,6.0,small
907,small,accepted,21.0,small
908,medium,accepted,46.0,medium
909,small,accepted,6.0,small
910,small,accepted,21.0,small
911,small,accepted,36.0,small
912,small,accepted,36.0,small
913,large,accepted,99.0,large
914,small,accepted,21.0,small
915,small,accepted,6.0,small
916,medium,accepted,46.0,medium
917,large,accepted,99.0,large
918,small,accepted,6.0,small
919,medium,accepted,53.0,medium
920,medium,accepted,46.0,medium
921,small,accepted,6.0,small
922,medium,accepted,60.0,medium
923,medium,accepted,46.0,medium
924,large,accepted,99.0,large
925,small,accepted,21.0,small
926,medium,accepted,46.0,medium
927,small,accepted,6.0,small
928,small,accepted,36.0,small
929,small,accepted,21.0,small
930,small,accepted,5.0,small
931,small,accepted,7.0,small
932,medium,accepted,67.0,medium
933,medium,accepted,53.0,medium
934,small,accepted,20.0,small
935,small,accepted,36.0,small
936,medium,accepted,46.0,medium
937,medium,accepted,46.0,medium
938,medium,accepted,53.0,medium
939,small,accepted,6.0,small
